fetched_at,city,temp_f,feels_like_f,humidity_pct,wind_mph,condition,description,visibility_mi,sunrise,sunset
2026-03-24 21:38,Los Angeles,81.12,80.29,35,6.31,Clouds,few clouds,6.2,13:51,02:07
